k1     a1     p1     k2     a2     p2     k3     a3     p3     u1   u2   nll  
1.8998 1.18961 0.427768 0.0978716 1.05131 -0.287029  0.00849721 0.958292 0.470298 0.899638 0.799999 1.24322e+06 0.143946
1.8998 1.18938 0.427471 0.0978563 1.05237 -0.285872  0.00849604 0.958606 0.469952 0.899635 0.799999 1.23944e+06 0.143727
1.8998 1.18917 0.4272 0.0978409 1.05344 -0.284709  0.00849492 0.958925 0.469612 0.899633 0.799999 1.23566e+06 0.143507
1.8998 1.18895 0.42691 0.0978255 1.0545 -0.283548  0.00849376 0.959239 0.46927 0.89963 0.799999 1.23216e+06 0.143304
1.8998 1.18874 0.42665 0.0978102 1.05558 -0.282381  0.00849266 0.959558 0.468934 0.899628 0.799999 1.22837e+06 0.143083
1.89979 1.18851 0.42635 0.0977948 1.05664 -0.281219  0.00849147 0.959866 0.468591 0.899625 0.799999 1.22459e+06 0.142863
1.89979 1.1883 0.426076 0.0977795 1.0577 -0.280051  0.00849033 0.960179 0.468254 0.899623 0.799999 1.22081e+06 0.142642
1.89979 1.18807 0.425783 0.0977641 1.05876 -0.278885  0.00848915 0.960487 0.467915 0.899621 0.799999 1.2173e+06 0.142437
1.89979 1.18786 0.425519 0.0977488 1.05983 -0.277713  0.00848803 0.9608 0.467582 0.899618 0.799999 1.21352e+06 0.142216
1.89979 1.18764 0.425217 0.0977335 1.06089 -0.276545  0.00848682 0.961103 0.467243 0.899616 0.799999 1.20973e+06 0.141994
1.89979 1.18742 0.424939 0.0977181 1.06195 -0.275373  0.00848566 0.96141 0.466909 0.899613 0.799999 1.20778e+06 0.141879
1.89979 1.18719 0.424632 0.0977028 1.06301 -0.274203  0.00848444 0.961712 0.466573 0.899611 0.799999 1.20399e+06 0.141657
1.89979 1.18697 0.424352 0.0976874 1.06407 -0.273027  0.00848326 0.962019 0.466244 0.899608 0.799999 1.20021e+06 0.141434
1.89979 1.18675 0.424054 0.0976721 1.06513 -0.271854  0.00848204 0.96232 0.465911 0.899606 0.799999 1.19642e+06 0.14121
1.89978 1.18653 0.423766 0.0976568 1.06619 -0.270677  0.00848085 0.962622 0.465582 0.899603 0.799998 1.19291e+06 0.141003
1.89978 1.18631 0.423488 0.0976415 1.06724 -0.269497  0.00847967 0.962925 0.465255 0.899601 0.799998 1.18912e+06 0.140779
1.89978 1.18608 0.423185 0.0976261 1.0683 -0.26832  0.00847844 0.96322 0.464924 0.899599 0.799998 1.18533e+06 0.140555
1.89978 1.18586 0.422896 0.0976108 1.06935 -0.267139  0.00847723 0.963518 0.464597 0.899596 0.799998 1.18155e+06 0.14033
1.89978 1.18564 0.422597 0.0975955 1.07041 -0.265959  0.008476 0.963812 0.464268 0.899594 0.799998 1.17803e+06 0.140121
1.89978 1.18542 0.422321 0.0975802 1.07146 -0.264773  0.00847482 0.96411 0.463945 0.899591 0.799998 1.17424e+06 0.139895
1.89978 1.18519 0.422011 0.0975649 1.07251 -0.263592  0.00847356 0.964398 0.463616 0.899589 0.799998 1.17045e+06 0.139669
1.89978 1.18497 0.421721 0.0975496 1.07357 -0.262406  0.00847235 0.96469 0.463291 0.899586 0.799998 1.16666e+06 0.139443
1.89978 1.18475 0.421417 0.0975343 1.07462 -0.261221  0.0084711 0.964977 0.462965 0.899584 0.799998 1.16315e+06 0.139233
1.89977 1.18453 0.421138 0.097519 1.07567 -0.26003  0.0084699 0.965268 0.462644 0.899582 0.799998 1.15935e+06 0.139006
1.89977 1.1843 0.420825 0.0975037 1.07672 -0.258845  0.00846863 0.965551 0.462317 0.899579 0.799998 1.15556e+06 0.138778
1.89977 1.18408 0.420532 0.0974884 1.07777 -0.257654  0.0084674 0.965836 0.461995 0.899577 0.799998 1.15177e+06 0.13855
1.89977 1.18385 0.420224 0.0974731 1.07881 -0.256465  0.00846614 0.966117 0.461671 0.899574 0.799998 1.14825e+06 0.138339
1.89977 1.18363 0.419942 0.0974578 1.07986 -0.25527  0.00846493 0.966401 0.461353 0.899572 0.799998 1.14446e+06 0.13811
1.89977 1.1834 0.419626 0.0974425 1.0809 -0.25408  0.00846364 0.966677 0.461028 0.899569 0.799998 1.14067e+06 0.137881
1.89977 1.18318 0.419329 0.0974273 1.08195 -0.252885  0.00846239 0.966956 0.460709 0.899567 0.799998 1.13688e+06 0.137652
1.89977 1.18295 0.419019 0.097412 1.08299 -0.251691  0.00846112 0.967231 0.460387 0.899565 0.799998 1.13335e+06 0.137438
1.89977 1.18273 0.418733 0.0973967 1.08404 -0.250491  0.00845989 0.967509 0.460071 0.899562 0.799998 1.12956e+06 0.137208
1.89976 1.18249 0.418413 0.0973815 1.08508 -0.249297  0.00845859 0.967778 0.459749 0.89956 0.799998 1.12577e+06 0.136977
1.89976 1.18227 0.418112 0.0973662 1.08612 -0.248098  0.00845733 0.96805 0.459432 0.899557 0.799998 1.12198e+06 0.136747
1.89976 1.18204 0.417799 0.097351 1.08716 -0.246899  0.00845604 0.968318 0.459113 0.899555 0.799998 1.11845e+06 0.136532
1.89976 1.18182 0.417509 0.0973357 1.0882 -0.245696  0.0084548 0.96859 0.458799 0.899553 0.799998 1.11466e+06 0.1363
1.89976 1.18159 0.417187 0.0973205 1.08924 -0.244497  0.00845349 0.968853 0.458479 0.89955 0.799998 1.11087e+06 0.136068
1.89976 1.18136 0.416882 0.0973052 1.09028 -0.243293  0.00845221 0.969119 0.458164 0.899548 0.799998 1.10707e+06 0.135835
1.89976 1.18113 0.416566 0.09729 1.09131 -0.242091  0.00845091 0.96938 0.457848 0.899545 0.799998 1.10355e+06 0.135619
1.89976 1.18091 0.416272 0.0972748 1.09235 -0.240883  0.00844965 0.969645 0.457536 0.899543 0.799998 1.09975e+06 0.135385
1.89976 1.18067 0.415947 0.0972596 1.09338 -0.23968  0.00844832 0.969902 0.457219 0.899541 0.799998 1.09596e+06 0.135152
