1 35.3898
2 132.482
3 228.621
4 324.531
5 345.523
6 438.674
7 530.301
8 631.583
9 727.648
10 752.919
11 814.156
12 907.56
13 1001.23
14 1094.27
15 1114.09
16 1207.05
17 1299.53
18 1355.64
19 1448.81
20 1542.27
21 1578.17
22 1671.54
23 1764.74
24 1785.96
25 1879.09
26 1903.27
27 1996.34
28 2089.99
29 2114.59
30 2205.35
31 2297.79
32 2390.86
33 2484.1
34 2485.73
35 2556.48
36 2602.12
37 2685.96
38 2748.04
39 2762.85
40 2855.73
41 2930.81
42 3023.68
43 3117.14
44 3209.82
45 3302.72
46 3373.41
47 3466.76
48 3559.88
49 3652.87
50 3745.68
51 3796.92
52 3897.44
53 3934.77
54 4030.31
55 4124.79
56 4219.42
57 4314.01
58 4373.37
59 4447.74
60 4541.76
61 4626.64
62 4631.13
63 4724.73
64 4755.4
65 4849.42
66 4928.97
67 5023.91
68 5075.99
69 5170.9
70 5266.08
71 5320.95
72 5331.53
73 5425.92
74 5519.98
75 5587.02
76 5594.8
77 5687.21
78 5779.46
79 5868.18
80 5951.09
81 6046.28
82 6100.86
83 6144.92
84 6174.35
85 6229.5
86 6297.66
87 6391.44
88 6485.78
89 6518.5
90 6613.09
91 6707.65
92 6802.84
93 6896.97
94 6991.32
95 7079.38
96 7144.72
97 7233.64
98 7327.05
99 7420.63
100 7515.26
